id,text,date_est,business_hours,cal_week
1567, “Trump list shows 'results' and promises kept in three years”#MAGA🇺🇸#KAG🇺🇸 #HNY🎉,2020-01-02T04:27:02Z,non-business hours,1
1568,“Deven Nunes predicts that more exles of Mueller team misconduct will be revealed in coming weeks.”,2020-02-13T13:00:17Z,non-business hours,7
1569," Full video (/): Today, Advisor to the President delivered remarks at the one-year anniversary of the launch o…",2020-02-13T13:00:34Z,non-business hours,7
1570,"Wisconsin, get out and vote NOW for Juse Daniel Kelly. Prot your nd Amendment!",2020-04-07T15:26:45Z,business hours,14
1571,"This took place in the Rose Garden, jusming out of a cold Winter!",2020-03-15T14:49:20Z,business hours,11
1572,"Just had a conf call w/ major lenders discussing our Great Small Businesses ; the #PPPloan. I ask every company, big ; small, making announcements about innovative contributions, hiring new workers, or looking to overcome setbacks to share your stories with #AmericaWorksTogether!",2020-04-07T20:03:03Z,business hours,14
1573,"Mini Mike Bloomberg is a LOSER who has money buan’t debate and has zero presence, you will see. He reminds me of a tiny version of Jeb “Low Energy” Bush, but Jeb has more polial skill and has treated the Black community much better than Mini!",2020-02-13T13:13:09Z,non-business hours,7
1574," To those families and citizens who are worried and concerned for themselves and their loved ones, I want you to know t…",2020-03-15T14:46:20Z,business hours,11
1575, Announcing #Verdict: a podcast where and I discuss the latest from the #ImpeachmentTrial and…,2020-01-22T21:26:15Z,business hours,4
1576, A reminder of what this is all about: any president -- any administration -- is justified in investigating corruption. And t…,2020-01-22T21:25:33Z,business hours,4
1577,"Great Job by Judicial Watch. Potentially a treasure trove. Too bad you are not given more help, but it will all work out!",2020-03-15T14:58:31Z,business hours,11
1578,"Mini Mike is a ’” mass of dead energy who does not want to be on the debate stage with these professional poliians. No boxes please. He hates Crazy Bernie and will, with enough money, possibly stop him. Bernie’s people will go nuts!",2020-02-13T13:23:07Z,non-business hours,7
1579," I heard would like to attend the impeachment trial. Mr. President, would love to have you as my guest during…",2020-01-22T21:42:02Z,business hours,4
1580,White House news conference at : P.M. Eastern. Thank you!,2020-04-07T21:03:47Z,business hours,14
1581,Steyer is running low on cash. Nobody knows him. Made his money on coal. So funny!,2020-01-15T04:46:25Z,non-business hours,3
1582,"I agree with him on this, %. But why would anyone vote Democrat? We are setting all time records with the economy!",2020-01-15T06:13:50Z,non-business hours,3
1583," We’ve reached a simple contradiction. The House case cannot be so robust that it was enough to rush into impeachment, and…",2020-01-15T05:39:33Z,non-business hours,3
1584," First, Democrats spent weeks saying the House case was totally convincing. Now, the opposite: They say the House case is…",2020-01-15T05:39:12Z,non-business hours,3
1585,DRAIN THE SWAMP! We want bad people out of our government!,2020-02-13T14:10:08Z,business hours,7
1586,TODAY IS A NATIONAL DAY OF PRAYER. GOD BLESS EVERYONE!,2020-03-15T15:02:16Z,business hours,11
1587,"....which he actually has a military and legal obligation to do. His incredible wife, Karen, who I have a lot of respect for, once pulled me aside ; said strongly that “John respects you greatly. When we are no longer here, he will only speak well of you.” Wrong!",2020-02-13T16:04:35Z,business hours,7
1588,Will be interviewed by tonight at : P.M. Eastern on Look forward to it.,2020-04-07T21:23:22Z,business hours,14
1589,I am watching a great and beautiful service by Pastor Jentezen Franklin. Thank you!,2020-03-15T15:20:33Z,business hours,11
1590, . is putting #AmericaFirst when imes to trade 🙌,2020-01-22T21:44:00Z,business hours,4
1591," “Not only are the arles of impeachment deficient in their essence, but the process used by House Democrats screams of their own…",2020-01-22T21:45:02Z,business hours,4
1592,"When I terminated John Kelly, which I couldn’t do fast enough, he knew full well that he was way over his head. Being Chief of Staff just wasn’t for him. He came in with a bang, went out with a whimper, but like so many X’s, he misses the action ; jusan’t keep his mouth shut,.",2020-02-13T16:04:34Z,business hours,7
1593,"We are doing very precise Medical Screenings at our airports. Pardon the interruptions and delays, we are moving as quickly as possible, but it is very important that we be vigilant and careful. We must get it right. Safety first!",2020-03-15T16:34:23Z,business hours,11
1594, LIVE: Press Briefing with Coronavirus Task Force,2020-04-07T21:43:22Z,business hours,14
1595,"I’m seeing Governor Cuomo today at The White House. He must understand that National Security far exceeds polis. New York must stop all of its unnecessary lawsuits ; harrassment, starleaning itself up, and lowering taxes. Build relationships, but don’t bring Fredo!",2020-02-13T18:30:30Z,business hours,7
1596,"....The USA was never set up for this, just look at the catastrophe of the HN Swine Flu (Biden in charge, , people lost, very late response time), but it soon will be. Great decision to close our China, and other, borders early. Saved many lives!",2020-03-15T17:02:00Z,business hours,11
1597, Just how weak is the Democrats’ impeachmenase against President Trump? Adam Schiff is relitigating RUSSIA and MUELLER.,2020-01-22T21:46:02Z,business hours,4
1598,"There will be a News Conference by the CoronaVirus Task Force today at the White House, P.M. We are working closely with the Governors of our Country’s great States, which are a very big factor. They are working hard, along with us, to get the job properly done.....",2020-03-15T17:02:00Z,business hours,11
1599," Despite Democrats’ best efforts, President is more popular than ever!",2020-01-22T21:46:54Z,business hours,4
1600, Americans see through the Democrats’ impeachment sham ; it is driving voters to support ; Republicans like ne…,2020-01-22T21:45:42Z,business hours,4
1601, ‘Why Would I Not:’ Chiefs’ Bashaud Breeland Looking Forward To WH Visit After Super Bowl Win,2020-02-14T03:25:09Z,non-business hours,7
1602,"Can’t believe they are not going after Schumer for the threats he made to our cherished United States Supreme Court, and our two great Juses. If a Republican did that, there would be an endless price to pay. Pathe!",2020-03-15T17:09:50Z,business hours,11
1603,"“The President has never asked me to do anything in a criminal case.” A.G. Barr This doesn’t mean that I do not have, as President, the legal right to do so, I do, but I have so far chosen not to!",2020-02-14T13:33:56Z,non-business hours,7
1604, Will be interviewed by tonight at : P.M. Eastern on Look forward to it.,2020-04-08T01:02:46Z,non-business hours,15
1605,"So now it is reported that, after destroying his life ; the life of his wonderful family (and many others also), the FBI, working in conjunction with the Juse Department, has “lost” the records of General Michael Flynn. How convenient. I am strongly considering a Full Pardon!",2020-03-15T17:29:03Z,business hours,11
1606,See you on Friday...Big Crowd!,2020-01-22T22:04:40Z,business hours,4
1607, DRAIN THE SWAMP! We want bad people out of our government!,2020-02-14T14:52:24Z,business hours,7
1608,“The number of New Yorkers admitted to hospitals has dropped.” Good news!,2020-04-08T12:07:27Z,non-business hours,15
1609,"The Fake and Corrupt News never called Google. They said this was not true. Even in times such as these, they are not truthful. Watch for their apology, it won’t happen. More importantly, thank you to Google!",2020-03-15T18:08:35Z,business hours,11
1610,"Sorry, if you come you will be immediately sent back!",2020-01-22T22:13:16Z,business hours,4
1611,"Republicans should fight very hard when imes to state wide mail-in voting. Democrats are clamoring for it. Tremendous potential for voter fraud, and for whatever reason, doesn’t work out well for Republicans.",2020-04-08T12:20:48Z,non-business hours,15
1612,"“President Trump, with smart policies, has done more to help the Black community than any President in the modern era.”",2020-02-14T15:20:28Z,business hours,7
1613," *CRUZ MISSILE* “If you have the facts, you bang the facts. If you have the law, you bang the law. If you don’t have either…",2020-01-22T22:20:10Z,business hours,4
1614,"Republicans are fighting for citizens from every background, ; from every race, religion, color ; creed. We are a movement for ALL AMERICANS who believe in fairness ; juse, equality ; dignity, opportunity ; safety. We are a big tent, ; a big party, w/ BIG IDEAS for the future!",2020-01-15T02:53:55Z,non-business hours,3
1615,"Democrats are now the party of high taxes, high crime, open borders, late-term abortion, socialism, and blatanrruption. The Republican Party is the party of the American Worker, the American Family, and the American Dream! #TrumpMilwaukeeRally",2020-01-15T02:49:47Z,non-business hours,3
1616, . “urgent” impeachment will come to the Senate tomorrow. Now…it’s our turn.,2020-01-14T22:29:59Z,business hours,2
1617," ""Look! Up in the sky! It's a bird! It's a plane! 🦅✈️🇺🇸 no it’s a massive . banner at the #DemocraDebate #KA…",2020-01-15T05:34:51Z,non-business hours,3
1618," Hey Comrade Sanders, the Iran Deal gave the green light to Iran for a nuclear bomb in a few years - and BILLIONS to fund t…",2020-01-15T05:02:45Z,non-business hours,3
1619, President Trump's amazing record for #Veterans: Historical $. Bil for VA✅ Lowest vet unemployment✅ Federal college…,2020-01-15T05:00:00Z,non-business hours,3
1620, “We appreciate the support of government officials and industry partners and thank the Google engineers who have voluntee…,2020-03-15T18:09:37Z,business hours,11
1621," Statement from Verily: ""We are developing a tool to help triage individuals for Covid- testing. Verily is in the early…",2020-03-15T18:09:26Z,business hours,11
1622,Words of wisdom. Thank you Ted!,2020-01-17T22:22:04Z,business hours,3
1623, FACT CHECK: Democrats deny Biden corruption,2020-01-22T22:20:38Z,business hours,4
1624," Voicing joy and excitement from behind face masks, tens of thousands of people flee Wuhan after a -day travel ban is lifted on t…",2020-04-08T12:26:15Z,non-business hours,15
1625, The last restrictions on movement have been lifted in the central Chinese city where the coronavirus pandemic began. People are goi…,2020-04-08T12:25:58Z,non-business hours,15
1626,"....always continue. Every Republican Senator except Romney, many highly religious people, all very smart, voted against the Impeachment Hoax. was all in (a great person). I was told by many that Manchin was just a puppet for Schumer ; Pelosi. That’s what he is!",2020-02-14T15:25:18Z,business hours,7
1627,"The individual Governors of States, and local officials, must step up their efforts on drive up testing and testing sights, working in conjunction with and the Federal Government!",2020-03-15T22:53:05Z,business hours,11
1628,Will be immediately sending Ventilators to Colorado at the request of Senator Gardner!,2020-04-08T12:46:01Z,non-business hours,15
1629,% Approval Rating in the Republican Party. Thank you!,2020-02-14T15:26:37Z,business hours,7
1630," The rules laid out by for the impeachment trial follow the Clinton Model, which passed - in . Why…",2020-01-22T22:23:08Z,business hours,4
1631, Not a criminal like those who tried to coup a duly elected president and overturn an American election. ha…,2020-03-16T00:29:29Z,business hours,11
1632," Absolutely ! This has been such an injuse to Gen. Flynn, his family and the American people - the o…",2020-03-16T00:29:06Z,business hours,11
1633,"...the Fake News Media into novering them, but that effort failed because the ratings are through the roof according to, of all sources, the Failing New York Times, “Monday Night Football, Bachelor Finale” type numbers (; sadly, they get it $FREE). Trump Derangement Syndrome!",2020-04-08T14:42:25Z,business hours,15
1634, Thank you for your leadership. The task force is kling real national security issues that not only de…,2020-03-16T00:29:56Z,business hours,11
1635,"The Radical Left Democrats have gone absolutely crazy that I am doing daily Presidential News Conferences. They actually want me to STOP! They used to complain that I am not doing enough of them, now they complain that I “shouldn’t be allowed to do them.” They tried to shame.....",2020-04-08T14:42:24Z,business hours,15
1636,"Prime Minister of the United Kingdom, stated, “We should replace the Iran deal with the Trump deal.” I agree!",2020-01-15T04:32:01Z,non-business hours,3
1637, Van Jones: “There was nothing I saw tonight that would be able to take Donald Trump out.”,2020-01-15T06:18:35Z,non-business hours,3
1638," If the election were held in the hours after this #DemocraDebate, Trump would win every single state, including…",2020-01-15T06:07:01Z,non-business hours,3
1639, Your daily reminder that Democrats want to: - Open borders - Abolish private health insurance - Ban your AR-s - Give il…,2020-01-15T06:06:23Z,non-business hours,3
1640, President Trump’s Administration is delivering a cleaner environment for American families. ✅Emissions of all key air po…,2020-01-15T06:05:41Z,non-business hours,3
1641, Support him at:,2020-01-15T05:50:40Z,non-business hours,3
1642, It’s clear Democrats see impeachment as one big polial game. Sen. Schumer told reporters that as long as the process h…,2020-01-15T05:38:29Z,non-business hours,3
1643, . “I’m really over with this. This whole thing is a joke. Nothing happened here. We’re not going to imp…,2020-01-15T05:36:14Z,non-business hours,3
1644, Full blown McCarthyism on display... Did the Russians decide not to play in the elections so that Pelosi could become…,2020-01-15T05:35:21Z,non-business hours,3
1645," We all know Adam Schiff loves hearing himself talk. So, let’s give him something to talk about: ) Why did Schiff col…",2020-01-22T22:23:55Z,business hours,4
1646, The Obama Administration strategically withheld foreign aid: Ukraine - $B THREATENED TO WITHHOLD Pakistan - $M W…,2020-01-22T22:23:50Z,business hours,4
1647," Despite Democrats’ best attempts to distort the truth ahead of the election, the central facts never change. Pr…",2020-01-22T22:24:18Z,business hours,4
1648,"I was very surprised ; disappointed that Senator Joe Manchin of West Virginia voted against me on the Democrat’s totally partisan Impeachment Hoax. No President has done more for the great people of West Virginia than me (Pensions), and that will....",2020-02-14T15:25:17Z,business hours,7
1649,CONGRATULATIONS! #GeauxTigers,2020-01-18T00:57:56Z,business hours,3
1650,"Once we OPEN UP OUR GREAT COUNYRY, and it will be sooner rather than later, the horror of the Invisible Enemy, except for those that sadly lost a family member or friend, must be quickly forgotten. Our Economy will BOOM, perhaps like never before!!!",2020-04-08T14:49:53Z,business hours,15
1651,"I must say, that was a VERY boring debate. Biden lied when he said I want to cut Social Security and Medicare. That’s what they ALL said years ago, and nothing happened, in fact, I saved Social Security and Medicare. I will not be cutting, but they will. Be careful!",2020-03-16T02:51:02Z,non-business hours,11
1652,News conference live from the today. : P.M. Eastern!,2020-03-27T19:38:04Z,business hours,13
1653, Today on I discussed how sat on the arles of impeachment for days. America has seen thi…,2020-01-22T22:25:06Z,business hours,4
1654,"It is happening again to Crazy Bernie, just like last time, only far more obvious. They are taking the Democrat Nomination away from him, and there’s very little he can do. A Rigged System!",2020-02-14T15:33:02Z,business hours,7
1655,"Once we OPEN UP OUR GREAT COUNTRY, and it will be sooner rather than later, the horror of the Invisible Enemy, except for those that sadly lost a family member or friend, must be quickly forgotten. Our Economy will BOOM, perhaps like never before!!!",2020-04-08T14:52:56Z,business hours,15
1656,Thank you to the beautiful country of Cambodia for accepting the ship Westerdam into your port. The United States will remember your courtesy!,2020-02-14T20:41:01Z,business hours,7
1657," Chairman Schiff restricted Republican witnesses in the House. Rules Committee Democrats claimed ""plenty of witnesses…",2020-01-22T23:18:38Z,business hours,4
1658,FLATTENING OF THE CURVE!,2020-04-08T15:26:20Z,business hours,15
1659,We love Australia!,2020-01-07T11:44:32Z,non-business hours,1
1660," The White House can assert executive privilege. It's not Bolton's privilege, it's the president's. If executive privilege co...",2020-01-07T02:54:11Z,non-business hours,1
1661, Every word Pompeo said is true.,2020-01-07T02:51:48Z,non-business hours,1
1662," This is attempted deterrence. It doesn’t always work, but Iran —against the backdrop of prior restraint followed by decisiv...",2020-01-07T02:51:42Z,non-business hours,1
1663, Sleepy Joe is SO CONFUSED. Joe has... - Called the coronavirus “SARS” - Called the coronavirus the “swine flu” - Ca…,2020-03-16T05:00:13Z,non-business hours,11
1664,"....Today, and I encourage all Americans to cherish and honor the memory of those we have lost through acts of love and service. We will hold Parkland forever in our hearts.",2020-02-14T21:47:41Z,business hours,7
1665,"It has been two years since the tragedy in Parkland. We will always mourn the innocent lives taken from us – wonderful students and terrific educators. Earlier this week, I met with families whose experiences from that horrible day still piece the soul....",2020-02-14T21:47:40Z,business hours,7
1666,"“Schiff doesn’t have a case telling the truth, so he’s manufacturing things.” Rush Limbaugh",2020-01-23T12:39:17Z,non-business hours,4
1667, The recent jobs report is proof that under ; Republicans’ leadership the American people are seeing real r…,2020-01-15T04:26:04Z,non-business hours,3
1668, THEN Dems on Clinton impeachment: innocent until proven guilty! NOW Dems on Trump impeachment: guilty until proven innoc…,2020-01-15T04:21:17Z,non-business hours,3
1669, Are the #DemocraDebate ; #TrumpRallyMilwaukee discussing the same country?,2020-01-15T03:56:31Z,non-business hours,3
1670,"Bernie Sanders is OUT! Thank you to Elizabeth Warren. If not for her, Bernie would have won almost every state on Super Tuesday! This ended just like the Democrats ; the DNC wanted, same as the Crooked Hillary fiasco. The Bernie people should come to the Republican Party, TRADE!",2020-04-08T15:49:28Z,business hours,15
1671,"“The Greatest name in polis,” Patrick from the Great State of North Carolina, is a Conservative Fighter and a true Leader who ALWAYS supports our #MAGA Agenda. Patrick has my Complete and Total Endorsement!",2020-02-14T21:58:08Z,business hours,7
1672, Joe Biden would set an extreme and dangerous course on illegal immigration. Wouldn’t deport anyone excepnvicted felon…,2020-03-16T05:01:31Z,non-business hours,11
1673, The National Chions,2020-01-17T18:42:35Z,business hours,3
1674,"Wow, Bernie is unwilling to give up his delegates, and wants more of them! What’s that all about?",2020-04-08T16:09:38Z,business hours,15
1675,". Brooks is running for Congress in the Great State of Alabama. He is a huge supporter of the #MAGA Agenda. Mo fully supports Securing our Border w/the WALL, he Loves our Military ; Vets, ; is Strong on the #A. Mo has my Complete Endorsement!",2020-02-14T22:00:27Z,business hours,7
1676,". from the Great State of Texas has been an incredible supporter of our #MAGA Agenda. Jodey fully supports Securing our Border w/ the WALL, he Loves our Military ; Vets, and is Strong on the #A. Jodey has my Complete and Total Endorsement!",2020-02-14T22:01:09Z,business hours,7
1677,"“There is no evidence of a crime.” Robert Charles, Fmr Asst Secy of State. The crimes were committed by the other side!",2020-01-23T12:42:08Z,non-business hours,4
1678, Joe Biden is a train wreck on illegal immigration and would harm national security. He’d have ZERO deportations for the firs…,2020-03-16T05:01:50Z,non-business hours,11
1679,Can’t see AOC plus supporting Sleepy Joe!,2020-04-08T16:12:24Z,business hours,15
1680,". is a strong Conservative Leader who will always fight for the people of California. He fully supports our #MAGA Agenda, will continue to Secure Our Border, Loves our Military ; Vets, ; is Strong on the #A. Tom has my Complete Endorsement!",2020-02-14T22:16:22Z,business hours,7
1681,"Attorney Generals from States are urging the Senate to reject Impeachment. They say the Arles have legal ; factual problems, and the Democrats case sets a dangerous historical precedent. “EVEN AN UNSUCCESSFUL EFFO TO IMPEACH THE PRESIDENT UNDERMINES THE INTEGRITY.....",2020-01-23T12:45:53Z,non-business hours,4
1682,God Bless the USA!,2020-03-16T12:41:22Z,non-business hours,11
1683,"Extraordinary times require even closer cooperation between friends. Thank you India and the Indian people for the decision on HCQ. Will not be forgotten! Thank you Prime Minister for your strong leadership in helping not just India, but humanity, in this fight!",2020-04-08T18:11:51Z,business hours,15
1684,Everybody is so well unified and working so hard. It is a beautiful thing to see. They love our great Country. We will end up being stronger than ever before!,2020-03-16T15:00:41Z,business hours,11
1685,"....OF THE ELECTION BECSUSE IT WEAPONIZES A PROCESS THAT SHOULD ONLY BE INITIATED IN EXCEEDINGLY RARE CIRCUMSTANCES, AND SHOULD NEVER BE USED FOR PAISAN PURPOSES.” The Democrats are trying hard to damage Republicans prior to the Election!",2020-01-23T12:46:14Z,non-business hours,4
1686,". is a Fantas Republican from the Great State of Texas! He fully supports our #MAGA and #KAG Agenda, Border WALL, Military, Vets, and your Second Amendment. Louie is my friend and has my Complete and Total Endorsement!",2020-02-14T22:28:57Z,business hours,7
1687,White House news conference at : P.M. Eastern. Thank you!,2020-04-08T20:37:12Z,business hours,15
1688,"It has been two years since the tragedy in Parkland. We will always mourn the innocent lives taken from us – wonderful students and terrific educators. Earlier this week, I met with families whose experiences from that horrible day still pierce the soul....",2020-02-14T22:30:05Z,business hours,7
1689,"In an Impeachment, you can’t use a work of fiction as the theory for the case, filling in gaps with presumptions against the President. It was a weak presentation, self indulgent, ; he didn’t deliver the goods.” Robert Charles,",2020-01-23T12:49:16Z,non-business hours,4
1690,Just had a very good tele-conference with Nations’s Governors. Went very well. Cuomo of New York has to “do more”.,2020-03-16T17:40:59Z,business hours,11
1691,"Wishing a HAPPY PASSOVER to those celebrating in the United States, Israel, and around the world!",2020-04-08T20:50:34Z,business hours,15
1692, ICYMI on w The Senate will provide a fair #ImpeachmentTrial by respecting due process ; allow…,2020-01-15T04:26:27Z,non-business hours,3
1693,"The Democrat House would not give us lawyers, or not one witness, but now demand that the Republican Senate produce the witnesses that the House never sought, or even asked for? They had their chance, but pretended to rush. Most unfair ; corrupt hearing in Congressional history!",2020-01-23T12:52:46Z,non-business hours,4
1694," if you were a space alien, bouncing between the debate and the trump rally, you'd think these are two different species --…",2020-01-15T05:52:15Z,non-business hours,3
1695,"Now up to Federal Judges, and two great new Supreme Court Juses. We are in major record territory. Hope EVERYONE is happy!",2020-01-15T05:45:31Z,non-business hours,3
1696,Just had a very good tele-conference with Nation’s Governors. Went very well. Cuomo of New York has to “do more”.,2020-03-16T18:32:44Z,business hours,11
1697,"....Today, and I encourage all Americans to cherish and honor the memory of those we have lost through acts of love and service. We will hold Parkland forever in our hearts.",2020-02-14T22:30:05Z,business hours,7
1698, LIVE: Press Briefing with Coronavirus Task Force,2020-04-08T21:47:27Z,business hours,15
1699,"Thank you Arnold, very nice.",2020-02-14T22:31:12Z,business hours,7
1700,"I look forward to attending the Daytona on Sunday with lots of my great friends from Florida, including the France family and from #FL. See you there, good luck to everyone!",2020-02-14T22:40:55Z,business hours,7
1701,"The Democrats ; Shifty Schiff, whose presentation to the Senate was loaded with lies and misrepresentations, are refusing to state that the Obama Administration withheld aid from many countries including Ukraine, Pakistan, Philippines, Egypt, Honduras, ; Mexico. Witch Hunt!",2020-01-23T12:57:46Z,non-business hours,4
1702," To date, we've shipped out more than , ventilators, have an additional , ready to go, and , more will be avail…",2020-04-08T22:59:34Z,business hours,15
1703,"....during his hopeless “presidential” caign. They will remain silent! The fact is, when Mini losses, he will be spending very little of his money on these “clowns” because he will consider himself to be the biggeslown of them all - and he will be right!",2020-01-23T13:25:14Z,non-business hours,4
1704,"Mini Mike Bloomberg is playing poker with his foolhardy and unsuspecting Democrat rivals. He says that if he loses (he really means when!) in the primaries, he will spend money helping whoever the Democrat nominee is. By doing this, he figures, they won’t hit him as hard....",2020-01-23T13:25:14Z,non-business hours,4
1705,I ask all Americans to band together and support your neighbors by not hoarding unnecessary amounts of food and essentials. TOGETHER we will stay STRONG and overcome this challenge!,2020-03-16T20:29:46Z,business hours,11
1706,"Yesterday I spoke with the great American Grocers and Supply Chain Executives. We are confident that supply will continue to meet demand nationwide. These beacons of our community will remain open for you, no matter what. We are working hard to remove any barriers to that effort!",2020-03-16T20:29:30Z,business hours,11
1707,". is a Fantas Republican from the Great State of Texas! He fully supports our #MAGA and #KAG Agenda, Border WALL, Military, Vets, and your Second Amendment. Louie is my friend and has my Complete and Total Endorsement!",2020-02-14T22:44:23Z,business hours,7
1708,""" Very informative piece --gt, """"It is impossible to overstate the importance of this parular action. It is more significant th...""",2020-01-07T02:48:55Z,non-business hours,1
1709," If you’ve been to a VA hospital in recent years and seen a young man missing limbs, there’s a reasonable chance Qasem Sol...",2020-01-03T04:03:14Z,non-business hours,1
1710, What’s really amazing is that we had been told to accept for so long that the head of IRGC Quds was able to direct operatio...,2020-01-03T03:37:18Z,non-business hours,1
1711,"This morning, , protive suits landed in Dallas, Texas. This was made possible because of the partnership of two great American companies—DuPont and FedEx—and our friends in Vietnam. Thank you!",2020-04-08T23:15:03Z,business hours,15
1712,"The United States will be powerfully supporting those industries, like Airlines and others, that are parularly affected by the Chinese Virus. We will be stronger than ever before!",2020-03-16T22:51:54Z,business hours,11
1713," Forget Person of the Year. Washington needs an Adult of the Year. My pick for , below. via",2020-01-03T15:36:41Z,business hours,1
1714," Iraqis — Iraqis — dancing in the street for freedom, thankful that General Soleimani is no more.",2020-01-03T15:35:20Z,business hours,1
1715," Neither were the Iranians, and for pretty much the same reason",2020-01-03T15:34:14Z,business hours,1
1716,"This is a great book, a must read!",2020-01-03T15:25:27Z,business hours,1
1717," I look forward to attending the Daytona on Sunday with lots of my great friends from Florida, including the France…",2020-02-14T23:31:02Z,business hours,7
1718,"....and more control over Iraq, and the people of Iraq are not happy with that. It will never end well!",2020-01-03T15:09:33Z,business hours,1
1719,"The United States has paid Iraq Billions of Dollars a year, for many years. That is on top of all else we have done for them. The people of Iraq don’t want to be dominated , controlled by Iran, but ultimately, that is their choice. Over the last years, Iran has gained more....",2020-01-03T15:09:32Z,business hours,1
1720,"....of PROTESTERS killed in Iran itself. While Iran will never be able to properly admit it, Soleimani was both hated and feared within the country. They are not nearly as saddened as the leaders will let the outside world believe. He should have been taken out many years ago!",2020-01-03T13:54:43Z,non-business hours,1
1721,"Absentee Ballots are a great way to vote for the many senior citizens, military, and others who can’t get to the polls on Election Day. These ballots are very different from % Mail-In Voting, which is “RIPE for FRAUD,” and shouldn’t be allowed!",2020-04-08T23:34:27Z,business hours,15
1722, My primary goal is to lessen the loss of life. Our economy can be rebuilt. The loss of life is permanent. I appr…,2020-03-17T03:18:42Z,non-business hours,11
1723,"Great honor, I think? Mark Zuckerberg recently stated that “Donald J. Trump is Number on Facebook. Number is Prime Minister Modi of India.” Actually, I am going to India in two weeks. Looking forward to it!",2020-02-14T23:38:35Z,business hours,7
1724," ""Jordan: 'American people see right through' Adam Schiff's lies""",2020-01-23T14:42:40Z,business hours,4
1725,. A key CoronaVirus Model is now predicting far fewer deaths than the number shown in earlier models. That’s because the American people are doing a great job. Social Distancing etc. Keep going!,2020-04-09T15:08:05Z,business hours,15
1726, I look forward to getting back to work with my Senate colleagues and President Trump to contain this virus and stabili…,2020-03-17T03:20:06Z,non-business hours,11
1727,Great news Lindsey!,2020-03-17T03:19:49Z,non-business hours,11
1728,"“This is all about undermining the next Election.” Liz Peek,",2020-01-23T16:15:29Z,business hours,4
1729,GOD BLESS THE U.S.A.!,2020-01-15T02:43:27Z,non-business hours,3
1730,"Thank you Milwaukee, Wisconsin! #KAG #MAGA",2020-01-15T02:36:27Z,non-business hours,3
1731,Thank you to Rick Scott. This Impeachment Hoax is an outrage!,2020-01-14T05:25:32Z,non-business hours,2
1732,"MAKE AMERICA GREAT AGAIN and then, KEEP AMERICA GREAT!",2020-02-15T12:22:31Z,non-business hours,7
1733,"On National Former Prisoner of War Recognition Day, we honor the more than , American warriors captured while proting our way of life. We pay tribute to these Patriots for their unwavering and unrelenting spirit!",2020-04-09T15:51:56Z,business hours,15
1734,The “Times” is a disgrace to journalism!,2020-03-17T03:27:51Z,non-business hours,11
1735, THIS IS HILARIOUS Mayor of Georgetown in the US excused himself to go ; use the washroom in the middle of a meeting ;…,2020-02-15T12:38:08Z,non-business hours,7
1736,Great News: Prime Minister Boris Johnson has just been moved out of Intensive Care. Get well Boris!!!,2020-04-09T18:39:20Z,business hours,15
1737, The debate showed one thing obvious: The Democrats only hope to beat is to impeach him. A chasm is grow…,2020-01-15T03:56:27Z,non-business hours,3
1738,Former National Security Adviser for President Obama said “President Trump was absolutely correct” in taking out terroristist leader Soleimani. Thank you General Jones!,2020-01-15T03:18:03Z,non-business hours,3
1739,"The Democrats don’t want a Witness Trade because Shifty Schiff, the Biden’s, the fake Whistleblower(; his lawyer), the second Whistleblower (who vanished after I released the Transcripts), the so-called “informer”, ; many other Democrat disasters, would be a BIG problem for them!",2020-01-23T18:18:06Z,business hours,4
1740, Team Mueller 🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️👇🏻👇🏻,2020-03-17T03:31:33Z,non-business hours,11
1741,The United States looks forward to welcoming Prime Minister ; Blue ; White Chairman to the next week. Reports about details and timing of our closely-held peace plan are purely speculative.,2020-01-23T19:30:13Z,business hours,4
1742,".....biggest test of his presidency emboldened, ready to claim exoneration, and take his case of grievance, persecution and resentment to the caign trail.” Peter Baker The Greatest Witch Hunt In American History!",2020-02-15T13:04:23Z,non-business hours,7
1743,"“Ralph Waldo Emerson seemed to foresee the lesson of the Senate Impeachment Trial of President Trump. ‘When you strike at the King, Emerson famously said, “you must kill him.’ Mr. Trump’s foes struck at him but did not take him down. A triumphant Mr.Trump emerges from the.....",2020-02-15T13:04:20Z,non-business hours,7
1744,"The Wall Street Journal always “forgets” to mention that the ratings for the White House Press Briefings are “through the roof” (Monday Night Football, Bachelor Finale, according to ; is only way for me to escape the Fake News ; get my views across. WSJ is Fake News!",2020-04-09T19:35:00Z,business hours,15
1745, A simple truth.,2020-03-17T03:33:15Z,non-business hours,11
1746,IG report on Andrew McCabe: Misled Investigators over roll in news media disclosure...Lacked Candor (Lied) on four separate occasions...Authotized Media Leaks to advance personal interests...IG RECOMMENDED MCCABE’S FIRING.,2020-02-15T14:39:43Z,business hours,7
1747, LIVE: Press Briefing with Coronavirus Task Force,2020-04-09T22:23:42Z,business hours,15
1748, Leftist math genius caught in another FAIL over lying about Trump’s comments to governors to make him look bad,2020-03-17T03:34:17Z,non-business hours,11
1749, Dan Bongino and Others Call out NYT Editor for Altering Trump Quote From Conference Call With Governors,2020-03-17T03:33:51Z,non-business hours,11
